UDI,Product ID,Nombre_Producto,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
8099,L55278,Producto 5885,Bajo,"300,2","311,6",1500,39,174,0,No Failure
8100,L55279,Producto 5886,Bajo,"300,2","311,7",1603,"30,5",176,0,No Failure
8101,L55280,Producto 5887,Bajo,"300,3","311,7",1682,"27,8",178,0,No Failure
8102,L55281,Producto 5888,Bajo,"300,3","311,8",1567,"37,7",180,0,No Failure
8103,L55282,Producto 5889,Bajo,"300,3","311,8",1413,46,182,0,No Failure
8104,M22963,Producto 9428,Medio,"300,3","311,9",1429,"41,6",184,0,No Failure
8105,L55284,Producto 5890,Bajo,"300,3","311,9",1692,"31,5",187,0,No Failure
8106,L55285,Producto 5891,Bajo,"300,4","311,9",1476,"48,7",189,0,No Failure
8107,M22966,Producto 9429,Medio,"300,4",312,1596,"30,4",191,0,No Failure
8108,H37521,Producto 794,Alto,"300,3","311,9",1390,49,194,0,No Failure
8109,M22968,Producto 9430,Medio,"300,3","311,8",1607,"33,7",199,0,No Failure
8110,L55289,Producto 5892,Bajo,"300,3","311,7",1821,"26,3",202,0,No Failure
8111,H37524,Producto 795,Alto,"300,3","311,8",2141,"18,5",204,0,No Failure
8112,M22971,Producto 9431,Medio,"300,4","311,8",1553,"33,1",209,1,Tool Wear Failure
8113,M22972,Producto 9432,Medio,"300,4","311,8",1442,"45,1",0,0,No Failure
8114,L55293,Producto 5893,Bajo,"300,4","311,7",1459,"45,6",3,0,No Failure
8115,H37528,Producto 796,Alto,"300,4","311,8",2496,"13,5",5,0,No Failure
8116,L55295,Producto 5894,Bajo,"300,4","311,8",1367,"57,2",10,0,No Failure
8117,L55296,Producto 5895,Bajo,"300,3","311,8",2004,"19,6",12,0,No Failure
8118,L55297,Producto 5896,Bajo,"300,3","311,7",1406,"47,5",14,0,No Failure
8119,L55298,Producto 5897,Bajo,"300,3","311,8",1548,33,16,0,No Failure
8120,L55299,Producto 5898,Bajo,"300,3","311,7",1333,"55,2",18,0,No Failure
8121,L55300,Producto 5899,Bajo,"300,2","311,6",1767,"26,4",20,0,No Failure
8122,L55301,Producto 5900,Bajo,"300,2","311,6",1827,27,22,0,No Failure
8123,M22982,Producto 9433,Medio,"300,2","311,6",1533,"46,4",24,0,No Failure
8124,H37537,Producto 797,Alto,"300,2","311,5",1515,"36,8",27,0,No Failure
8125,L55304,Producto 5901,Bajo,"300,2","311,4",1568,41,32,0,No Failure
8126,L55305,Producto 5902,Bajo,"300,2","311,4",1452,"47,8",34,0,No Failure
8127,L55306,Producto 5903,Bajo,"300,2","311,4",1433,"37,9",36,0,No Failure
8128,M22987,Producto 9434,Medio,"300,1","311,3",1650,"33,8",38,0,No Failure
8129,L55308,Producto 5904,Bajo,"300,1","311,4",1629,"31,3",41,0,No Failure
8130,L55309,Producto 5905,Bajo,300,"311,3",1520,"39,2",43,0,No Failure
8131,H37544,Producto 798,Alto,300,"311,2",1393,"43,1",45,0,No Failure
8132,H37545,Producto 799,Alto,"299,9","311,2",1364,"49,6",50,0,No Failure
8133,M22992,Producto 9435,Medio,"299,9","311,3",1389,50,55,0,No Failure
8134,L55313,Producto 5906,Bajo,"299,8","311,1",1466,"46,1",58,0,No Failure
8135,L55314,Producto 5907,Bajo,"299,7","311,1",1650,"32,4",60,0,No Failure
8136,L55315,Producto 5908,Bajo,"299,6",311,1554,"36,3",62,0,No Failure
8137,M22996,Producto 9436,Medio,"299,6","310,9",1474,"39,7",64,0,No Failure
8138,H37551,Producto 800,Alto,"299,5","310,8",1600,"32,4",67,0,No Failure
8139,L55318,Producto 5909,Bajo,"299,5","310,8",1356,"54,9",72,0,No Failure
8140,L55319,Producto 5910,Bajo,"299,5","310,8",1571,"38,2",74,0,No Failure
8141,L55320,Producto 5911,Bajo,"299,6","310,9",1658,28,76,0,No Failure
8142,L55321,Producto 5912,Bajo,"299,6","310,8",1393,"49,9",78,0,No Failure
8143,M23002,Producto 9437,Medio,"299,7",311,1448,"49,8",80,0,No Failure
8144,L55323,Producto 5913,Bajo,"299,7","310,9",1477,"40,4",83,0,No Failure
8145,M23004,Producto 9438,Medio,"299,7",311,1506,"42,7",85,0,No Failure
8146,M23005,Producto 9439,Medio,"299,7","310,9",1685,"32,1",88,0,No Failure
8147,L55326,Producto 5914,Bajo,"299,6","310,9",1533,"31,8",91,0,No Failure
8148,L55327,Producto 5915,Bajo,"299,5","310,8",1447,41,93,0,No Failure
8149,M23008,Producto 9440,Medio,"299,5","310,7",1488,"39,5",95,0,No Failure
8150,M23009,Producto 9441,Medio,"299,6","310,8",1427,"50,4",98,0,No Failure
8151,M23010,Producto 9442,Medio,"299,5","310,7",1424,"41,3",101,0,No Failure
8152,L55331,Producto 5916,Bajo,"299,5","310,7",1472,"40,9",104,0,No Failure
8153,L55332,Producto 5917,Bajo,"299,5","310,7",1438,"45,7",106,0,No Failure
8154,L55333,Producto 5918,Bajo,"299,6","310,8",1507,"42,4",108,0,No Failure
8155,L55334,Producto 5919,Bajo,"299,6","310,7",1393,"52,1",110,0,No Failure
8156,L55335,Producto 5920,Bajo,"299,5","310,8",1283,"52,4",112,0,No Failure
8157,L55336,Producto 5921,Bajo,"299,6","310,8",1644,"30,9",114,0,No Failure
8158,L55337,Producto 5922,Bajo,"299,6","310,8",1498,"46,9",116,0,No Failure
8159,L55338,Producto 5923,Bajo,"299,6","310,8",1400,"40,8",118,0,No Failure
8160,H37573,Producto 801,Alto,"299,6","310,9",1679,"31,2",120,0,No Failure
8161,M23020,Producto 9443,Medio,"299,7","311,1",1618,"30,3",125,0,No Failure
8162,H37575,Producto 802,Alto,"299,6",311,1714,"30,2",128,0,No Failure
8163,L55342,Producto 5924,Bajo,"299,6",311,1574,35,133,0,No Failure
8164,L55343,Producto 5925,Bajo,"299,7","311,1",1574,"36,4",135,0,No Failure
8165,L55344,Producto 5926,Bajo,"299,6","310,9",1472,"40,9",137,0,No Failure
8166,L55345,Producto 5927,Bajo,"299,6",311,1552,"33,2",139,0,No Failure
8167,L55346,Producto 5928,Bajo,"299,7","311,1",1603,"31,4",141,0,No Failure
8168,H37581,Producto 803,Alto,"299,7","311,1",1353,"47,1",143,0,No Failure
8169,L55348,Producto 5929,Bajo,"299,7","311,1",1690,"30,6",148,0,No Failure
8170,M23029,Producto 9444,Medio,"299,8","311,2",1745,"26,3",150,0,No Failure
8171,L55350,Producto 5930,Bajo,"299,9","311,3",1522,"45,7",153,0,No Failure
8172,H37585,Producto 804,Alto,300,"311,4",1641,"34,5",155,0,No Failure
8173,L55352,Producto 5931,Bajo,"299,9","311,4",1596,"28,9",160,0,No Failure
8174,H37587,Producto 805,Alto,"299,9","311,4",1497,37,162,0,No Failure
8175,L55354,Producto 5932,Bajo,"299,9","311,3",1371,"52,3",167,0,No Failure
8176,M23035,Producto 9445,Medio,"299,9","311,3",1445,"41,2",169,0,No Failure
8177,L55356,Producto 5933,Bajo,"299,8","311,2",1564,40,172,0,No Failure
8178,L55357,Producto 5934,Bajo,"299,7","311,1",1439,"44,9",174,0,No Failure
8179,L55358,Producto 5935,Bajo,"299,7","311,2",1352,"52,1",176,0,No Failure
8180,L55359,Producto 5936,Bajo,"299,8","311,3",1560,"35,4",178,0,No Failure
8181,M23040,Producto 9446,Medio,"299,7","311,2",1616,"42,3",180,0,No Failure
8182,L55361,Producto 5937,Bajo,"299,7","311,2",1835,"23,7",183,0,No Failure
8183,M23042,Producto 9447,Medio,"299,7","311,1",1649,"32,7",185,0,No Failure
8184,L55363,Producto 5938,Bajo,"299,8","311,1",1452,"47,3",188,0,No Failure
8185,L55364,Producto 5939,Bajo,"299,8","311,1",2144,"17,7",190,0,No Failure
8186,L55365,Producto 5940,Bajo,"299,7","311,1",1554,41,192,0,No Failure
8187,L55366,Producto 5941,Bajo,"299,7",311,1827,"25,4",194,0,No Failure
8188,L55367,Producto 5942,Bajo,"299,6","310,9",1448,"46,3",196,0,No Failure
8189,M23048,Producto 9448,Medio,"299,6","310,9",1530,"38,8",198,0,No Failure
8190,L55369,Producto 5943,Bajo,"299,7",311,1983,21,201,0,No Failure
8191,M23050,Producto 9449,Medio,"299,7","310,9",1620,"37,2",203,0,No Failure
8192,M23051,Producto 9450,Medio,"299,6","310,9",1630,"29,8",206,0,No Failure
8193,L55372,Producto 5944,Bajo,"299,6","310,9",1229,"65,2",209,1,Overstrain Failure
8194,L55373,Producto 5945,Bajo,"299,5","310,8",1873,"22,3",211,0,No Failure
8195,L55374,Producto 5946,Bajo,"299,4","310,7",1426,"45,7",213,0,No Failure
8196,L55375,Producto 5947,Bajo,"299,4","310,8",1376,"53,9",215,1,Overstrain Failure
8197,L55376,Producto 5948,Bajo,"299,4","310,8",1622,"33,6",217,0,No Failure
8198,M23057,Producto 9451,Medio,"299,4","310,7",1492,"45,7",219,0,No Failure
8199,M23058,Producto 9452,Medio,"299,3","310,7",1374,"48,9",222,0,No Failure
8200,L55379,Producto 5949,Bajo,"299,2","310,7",1737,27,225,1,Tool Wear Failure
8201,L55380,Producto 5950,Bajo,"299,3","310,8",1426,"42,4",0,0,No Failure
8202,M23061,Producto 9453,Medio,"299,3","310,9",1826,"25,1",2,0,No Failure
8203,L55382,Producto 5951,Bajo,"299,3","310,9",1669,"32,4",5,0,No Failure
8204,M23063,Producto 9454,Medio,"299,4","310,9",1473,"40,1",7,0,No Failure
8205,L55384,Producto 5952,Bajo,"299,4","310,9",1751,"27,8",10,0,No Failure
8206,M23065,Producto 9455,Medio,"299,4","310,9",1446,"47,3",12,0,No Failure
8207,L55386,Producto 5953,Bajo,"299,3","310,8",1483,"43,5",15,0,No Failure
8208,L55387,Producto 5954,Bajo,"299,2","310,7",1535,"42,6",17,0,No Failure
8209,L55388,Producto 5955,Bajo,"299,2","310,7",1477,44,19,0,No Failure
8210,L55389,Producto 5956,Bajo,"299,3","310,8",1391,"46,9",21,0,No Failure
8211,H37624,Producto 806,Alto,"299,2","310,7",1636,"29,4",23,0,No Failure
8212,L55391,Producto 5957,Bajo,"299,2","310,6",1675,"33,3",28,0,No Failure
8213,H37626,Producto 807,Alto,"299,2","310,5",1329,"48,9",30,0,No Failure
8214,M23073,Producto 9456,Medio,"299,2","310,5",1548,"33,5",35,0,No Failure
8215,L55394,Producto 5958,Bajo,"299,2","310,5",1391,"45,8",38,0,No Failure
8216,L55395,Producto 5959,Bajo,"299,1","310,5",1437,"43,1",40,0,No Failure
8217,L55396,Producto 5960,Bajo,"299,2","310,6",1370,"61,9",42,0,No Failure
8218,L55397,Producto 5961,Bajo,"299,1","310,6",1577,"37,1",44,0,No Failure
8219,L55398,Producto 5962,Bajo,"299,1","310,5",1485,"37,8",46,0,No Failure
8220,L55399,Producto 5963,Bajo,299,"310,4",1504,"34,3",48,0,No Failure
8221,M23080,Producto 9457,Medio,"298,9","310,3",1551,"35,2",50,0,No Failure
8222,M23081,Producto 9458,Medio,"299,1","310,5",1428,43,53,0,No Failure
8223,L55402,Producto 5964,Bajo,299,"310,5",1755,"27,9",56,0,No Failure
8224,L55403,Producto 5965,Bajo,"299,1","310,5",1329,"54,9",58,0,No Failure
8225,L55404,Producto 5966,Bajo,"299,1","310,5",1496,"35,2",60,0,No Failure
8226,L55405,Producto 5967,Bajo,"299,1","310,5",1532,"36,6",62,0,No Failure
8227,L55406,Producto 5968,Bajo,"299,1","310,5",1389,"61,4",64,0,No Failure
8228,M23087,Producto 9459,Medio,"299,1","310,4",1524,"51,4",66,0,No Failure
8229,M23088,Producto 9460,Medio,"299,1","310,4",1422,"49,3",69,0,No Failure
8230,L55409,Producto 5969,Bajo,"299,1","310,5",1739,"27,4",72,0,No Failure
8231,L55410,Producto 5970,Bajo,"299,1","310,5",1736,"26,9",74,0,No Failure
8232,L55411,Producto 5971,Bajo,"299,1","310,5",1419,"48,8",76,0,No Failure
8233,L55412,Producto 5972,Bajo,"299,1","310,6",1326,"49,7",78,0,No Failure
8234,M23093,Producto 9461,Medio,"299,1","310,6",1449,"43,2",80,0,No Failure
8235,L55414,Producto 5973,Bajo,"299,2","310,6",1534,"39,7",83,0,No Failure
8236,M23095,Producto 9462,Medio,"299,2","310,6",1443,"50,9",85,0,No Failure
8237,L55416,Producto 5974,Bajo,"299,2","310,6",1498,"41,1",88,0,No Failure
8238,L55417,Producto 5975,Bajo,"299,1","310,6",1796,26,90,0,No Failure
8239,L55418,Producto 5976,Bajo,"299,1","310,4",1519,"45,3",92,0,No Failure
8240,L55419,Producto 5977,Bajo,299,"310,4",1339,"49,6",94,0,No Failure
8241,L55420,Producto 5978,Bajo,299,"310,4",1483,"41,5",96,0,No Failure
8242,M23101,Producto 9463,Medio,"298,9","310,2",2099,20,98,0,No Failure
8243,M23102,Producto 9464,Medio,299,"310,3",1689,"29,7",101,0,No Failure
8244,H37657,Producto 808,Alto,"299,1","310,4",1369,"54,5",104,0,No Failure
8245,L55424,Producto 5979,Bajo,299,"310,4",1512,"38,8",109,0,No Failure
8246,M23105,Producto 9465,Medio,299,"310,3",1303,"68,6",111,1,Power Failure
8247,L55426,Producto 5980,Bajo,299,"310,3",1552,"39,9",114,0,No Failure
8248,L55427,Producto 5981,Bajo,299,"310,4",1713,28,116,0,No Failure
8249,L55428,Producto 5982,Bajo,"298,9","310,3",1456,"44,1",118,0,No Failure
8250,L55429,Producto 5983,Bajo,299,"310,4",1524,"39,8",120,0,No Failure
8251,M23110,Producto 9466,Medio,299,"310,4",1394,"45,2",122,0,No Failure
8252,L55431,Producto 5984,Bajo,299,"310,4",1981,"21,2",125,0,No Failure
8253,L55432,Producto 5985,Bajo,299,"310,4",1565,"36,1",127,0,No Failure
8254,L55433,Producto 5986,Bajo,"299,1","310,4",1657,31,129,0,No Failure
8255,M23114,Producto 9467,Medio,299,"310,4",1625,"37,1",131,0,No Failure
8256,L55435,Producto 5987,Bajo,299,"310,4",1606,"31,1",134,0,No Failure
8257,H37670,Producto 809,Alto,299,"310,5",1336,"56,8",136,0,No Failure
8258,M23117,Producto 9468,Medio,299,"310,6",1587,"34,2",141,0,No Failure
8259,L55438,Producto 5988,Bajo,"299,1","310,6",1602,"39,7",144,0,No Failure
8260,L55439,Producto 5989,Bajo,"299,1","310,5",1471,"38,4",146,0,No Failure
8261,H37674,Producto 810,Alto,"299,1","310,6",1332,48,148,0,No Failure
8262,H37675,Producto 811,Alto,"299,2","310,6",1434,"48,4",153,0,No Failure
8263,L55442,Producto 5990,Bajo,"299,1","310,6",1921,"23,9",158,0,No Failure
8264,H37677,Producto 812,Alto,"299,2","310,6",1704,"30,6",160,0,No Failure
8265,M23124,Producto 9469,Medio,"299,1","310,6",1397,"49,5",165,0,No Failure
8266,H37679,Producto 813,Alto,"299,1","310,6",1791,28,168,0,No Failure
8267,L55446,Producto 5991,Bajo,"299,1","310,6",1818,"24,1",173,0,No Failure
8268,L55447,Producto 5992,Bajo,"299,2","310,7",1540,"36,3",175,0,No Failure
8269,M23128,Producto 9470,Medio,"299,2","310,8",1502,"39,8",177,0,No Failure
8270,H37683,Producto 814,Alto,"299,2","310,8",1761,"30,4",180,0,No Failure
8271,M23130,Producto 9471,Medio,"299,1","310,8",1517,"38,4",185,0,No Failure
8272,L55451,Producto 5993,Bajo,"299,1","310,7",1309,"51,1",188,0,No Failure
8273,L55452,Producto 5994,Bajo,"298,9","310,6",1363,"52,6",190,0,No Failure
8274,M23133,Producto 9472,Medio,299,"310,6",1787,"22,2",192,0,No Failure
8275,L55454,Producto 5995,Bajo,"298,9","310,5",1640,"29,2",195,0,No Failure
8276,M23135,Producto 9473,Medio,"298,9","310,6",1720,"25,3",197,0,No Failure
8277,L55456,Producto 5996,Bajo,"298,8","310,5",1384,"52,8",200,0,No Failure
8278,H37691,Producto 815,Alto,"298,8","310,5",1294,"55,8",202,0,No Failure
8279,L55458,Producto 5997,Bajo,"298,8","310,5",1464,"46,4",207,0,No Failure
8280,L55459,Producto 5998,Bajo,"298,8","310,6",1803,"25,4",209,0,No Failure
8281,L55460,Producto 5999,Bajo,"298,8","310,6",1602,"39,1",211,0,No Failure
8282,H37695,Producto 816,Alto,"298,9","310,6",1519,"38,8",213,0,No Failure
8283,M23142,Producto 9474,Medio,"298,9","310,7",1638,"33,6",218,0,No Failure
8284,H37697,Producto 817,Alto,"298,9","310,6",1615,33,221,0,No Failure
8285,L55464,Producto 6000,Bajo,"298,8","310,6",1651,"33,3",0,0,No Failure
8286,L55465,Producto 6001,Bajo,"298,9","310,6",1387,"52,7",2,0,No Failure
8287,M23146,Producto 9475,Medio,"298,8","310,5",1678,"32,8",4,0,No Failure
8288,L55467,Producto 6002,Bajo,"298,9","310,6",1585,"38,1",7,0,No Failure
8289,M23148,Producto 9476,Medio,"298,8","310,6",1640,"33,8",9,0,No Failure
8290,L55469,Producto 6003,Bajo,"298,9","310,6",1406,"43,8",12,0,No Failure
8291,M23150,Producto 9477,Medio,"298,9","310,6",1679,"35,8",14,0,No Failure
8292,L55471,Producto 6004,Bajo,"298,9","310,5",1717,"26,9",17,0,No Failure
8293,H37706,Producto 818,Alto,"298,9","310,5",1429,"39,9",19,0,No Failure
8294,M23153,Producto 9478,Medio,"298,9","310,4",1533,"44,4",24,0,No Failure
8295,M23154,Producto 9479,Medio,"298,9","310,5",1525,"38,5",27,0,No Failure
8296,L55475,Producto 6005,Bajo,"298,9","310,4",1739,"26,3",30,0,No Failure
8297,L55476,Producto 6006,Bajo,"298,9","310,3",1436,39,32,0,No Failure
8298,M23157,Producto 9480,Medio,"298,8","310,2",1595,"33,1",34,0,No Failure
8299,H37712,Producto 819,Alto,"298,7","310,1",1435,"45,6",37,0,No Failure
8300,L55479,Producto 6007,Bajo,"298,7",310,1637,"31,8",42,0,No Failure
8301,L55480,Producto 6008,Bajo,"298,7","310,1",1558,"37,6",44,0,No Failure
8302,M23161,Producto 9481,Medio,"298,7","310,1",1644,"34,1",46,0,No Failure
8303,L55482,Producto 6009,Bajo,"298,7","310,1",1641,"31,1",49,0,No Failure
8304,L55483,Producto 6010,Bajo,"298,8","310,2",1504,41,51,0,No Failure
8305,M23164,Producto 9482,Medio,"298,7","310,1",1506,"50,7",53,0,No Failure
8306,H37719,Producto 820,Alto,"298,8","310,1",1380,44,56,0,No Failure
8307,M23166,Producto 9483,Medio,"298,7","310,1",1549,"42,5",61,0,No Failure
8308,M23167,Producto 9484,Medio,"298,7","310,1",1402,"69,7",64,1,Power Failure
8309,L55488,Producto 6011,Bajo,"298,7","310,1",1401,"45,3",67,0,No Failure
8310,M23169,Producto 9485,Medio,"298,7",310,1459,"40,2",69,0,No Failure
8311,L55490,Producto 6012,Bajo,"298,7","309,9",1465,"39,7",72,0,No Failure
8312,M23171,Producto 9486,Medio,"298,8",310,1295,"52,7",74,0,No Failure
8313,M23172,Producto 9487,Medio,"298,8",310,1529,"38,5",77,0,No Failure
8314,M23173,Producto 9488,Medio,"298,8",310,1484,"44,9",80,0,No Failure
8315,L55494,Producto 6013,Bajo,"298,8","309,9",1739,"30,6",83,0,No Failure
8316,H37729,Producto 821,Alto,"298,7","309,8",1422,"40,7",85,0,No Failure
8317,L55496,Producto 6014,Bajo,"298,8","309,8",1463,40,90,0,No Failure
8318,L55497,Producto 6015,Bajo,"298,7","309,7",1667,"30,4",92,0,No Failure
8319,H37732,Producto 822,Alto,"298,7","309,7",1565,"39,3",94,0,No Failure
8320,L55499,Producto 6016,Bajo,"298,7","309,7",1393,"45,7",99,0,No Failure
8321,M23180,Producto 9489,Medio,"298,8","309,7",1453,"47,7",101,0,No Failure
8322,L55501,Producto 6017,Bajo,"298,8","309,6",1442,50,104,0,No Failure
8323,L55502,Producto 6018,Bajo,"298,7","309,6",1364,"44,9",106,0,No Failure
8324,H37737,Producto 823,Alto,"298,7","309,5",1453,"40,4",108,0,No Failure
8325,M23184,Producto 9490,Medio,"298,7","309,5",1394,46,113,0,No Failure
8326,M23185,Producto 9491,Medio,"298,7","309,5",1500,"38,8",116,0,No Failure
8327,H37740,Producto 824,Alto,"298,6","309,5",1523,"34,2",119,0,No Failure
8328,M23187,Producto 9492,Medio,"298,7","309,6",1254,"57,1",124,0,No Failure
8329,L55508,Producto 6019,Bajo,"298,6","309,5",1325,"52,2",127,0,No Failure
8330,L55509,Producto 6020,Bajo,"298,8","309,7",1424,"49,6",129,0,No Failure
8331,L55510,Producto 6021,Bajo,"298,8","309,7",1505,39,131,0,No Failure
8332,M23191,Producto 9493,Medio,"298,8","309,7",1392,"48,7",133,0,No Failure
8333,L55512,Producto 6022,Bajo,"298,8","309,7",1529,44,136,0,No Failure
8334,M23193,Producto 9494,Medio,"298,8","309,7",1477,"48,5",138,0,No Failure
8335,M23194,Producto 9495,Medio,"298,8","309,7",1459,"47,3",141,0,No Failure
8336,M23195,Producto 9496,Medio,299,"309,8",2240,"15,9",144,0,No Failure
8337,L55516,Producto 6023,Bajo,"298,9","309,7",1449,"48,8",147,0,No Failure
8338,M23197,Producto 9497,Medio,"298,8","309,7",1589,"35,3",149,0,No Failure
8339,L55518,Producto 6024,Bajo,"298,8","309,7",1740,"28,5",152,0,No Failure
8340,M23199,Producto 9498,Medio,"298,8","309,7",1499,"40,3",154,0,No Failure
8341,M23200,Producto 9499,Medio,"298,8","309,7",1480,"38,1",157,0,No Failure
8342,L55521,Producto 6025,Bajo,"298,8","309,7",1751,"29,6",160,0,No Failure
8343,L55522,Producto 6026,Bajo,"298,7","309,7",1510,"40,6",162,0,No Failure
8344,H37757,Producto 825,Alto,"298,8","309,8",1437,"48,2",164,0,No Failure
8345,L55524,Producto 6027,Bajo,"298,8","309,7",1609,"40,4",169,0,No Failure
8346,H37759,Producto 826,Alto,"298,8","309,8",1490,"35,9",171,0,No Failure
8347,L55526,Producto 6028,Bajo,"298,7","309,7",1601,"35,7",176,0,No Failure
8348,L55527,Producto 6029,Bajo,"298,7","309,6",1665,"31,1",178,0,No Failure
8349,M23208,Producto 9500,Medio,"298,7","309,6",1452,"42,7",180,0,No Failure
8350,M23209,Producto 9501,Medio,"298,7","309,5",1487,"33,6",183,0,No Failure
8351,M23210,Producto 9502,Medio,"298,7","309,6",1382,"48,1",186,0,No Failure
8352,M23211,Producto 9503,Medio,"298,7","309,6",1686,"26,2",189,0,No Failure
8353,L55532,Producto 6030,Bajo,"298,6","309,6",1491,"36,9",192,0,No Failure
8354,L55533,Producto 6031,Bajo,"298,7","309,6",1442,"55,6",194,0,No Failure
8355,L55534,Producto 6032,Bajo,"298,6","309,6",1390,"50,3",196,0,No Failure
8356,L55535,Producto 6033,Bajo,"298,7","309,6",1502,"46,7",198,0,No Failure
8357,M23216,Producto 9504,Medio,"298,6","309,6",1344,"59,4",200,0,No Failure
8358,L55537,Producto 6034,Bajo,"298,5","309,5",1385,"46,3",203,1,Tool Wear Failure
8359,L55538,Producto 6035,Bajo,"298,7","309,7",1547,"37,4",0,0,No Failure
8360,M23219,Producto 9505,Medio,"298,6","309,6",1525,"42,4",2,0,No Failure
8361,L55540,Producto 6036,Bajo,"298,6","309,6",1540,"35,8",5,0,No Failure
8362,L55541,Producto 6037,Bajo,"298,6","309,5",1450,"44,3",7,0,No Failure
8363,L55542,Producto 6038,Bajo,"298,6","309,6",1353,"62,5",9,0,No Failure
8364,L55543,Producto 6039,Bajo,"298,8","309,7",1582,45,11,0,No Failure
8365,L55544,Producto 6040,Bajo,"298,9","309,8",1396,49,13,0,No Failure
8366,M23225,Producto 9506,Medio,"298,8","309,8",1551,"36,6",15,0,No Failure
8367,M23226,Producto 9507,Medio,"298,9","309,8",1836,"22,8",18,0,No Failure
8368,L55547,Producto 6041,Bajo,"298,9","309,8",1390,"49,9",21,0,No Failure
8369,L55548,Producto 6042,Bajo,"298,9","309,8",1534,"42,1",23,0,No Failure
8370,L55549,Producto 6043,Bajo,"298,8","309,7",1953,"20,6",25,0,No Failure
8371,L55550,Producto 6044,Bajo,"298,8","309,8",1634,"33,6",27,0,No Failure
8372,L55551,Producto 6045,Bajo,"298,7","309,7",1881,"21,7",29,0,No Failure
8373,M23232,Producto 9508,Medio,"298,8","309,7",1448,"44,8",31,0,No Failure
8374,M23233,Producto 9509,Medio,"298,7","309,7",1362,"50,5",34,0,No Failure
8375,L55554,Producto 6046,Bajo,"298,8","309,7",1225,"63,4",37,0,No Failure
8376,M23235,Producto 9510,Medio,"298,8","309,6",1384,"48,2",39,0,No Failure
8377,L55556,Producto 6047,Bajo,"298,8","309,8",1334,"49,3",42,0,No Failure
8378,L55557,Producto 6048,Bajo,"298,8","309,7",1336,"50,3",44,0,No Failure
8379,M23238,Producto 9511,Medio,"298,8","309,9",1331,"61,6",46,0,No Failure
8380,L55559,Producto 6049,Bajo,"298,8","309,9",1629,"31,9",49,0,No Failure
8381,L55560,Producto 6050,Bajo,"298,9",310,1776,"25,7",51,0,No Failure
8382,H37795,Producto 827,Alto,"298,8",310,1530,"38,3",53,0,No Failure
8383,L55562,Producto 6051,Bajo,"298,9",310,1719,"27,3",58,0,No Failure
8384,M23243,Producto 9512,Medio,"298,8","309,9",1495,"35,2",60,0,No Failure
8385,L55564,Producto 6052,Bajo,"298,8","309,7",1450,"43,1",63,0,No Failure
8386,H37799,Producto 828,Alto,"298,8","309,8",1563,"38,8",65,0,No Failure
8387,M23246,Producto 9513,Medio,"298,9","309,9",1501,"37,1",70,0,No Failure
8388,L55567,Producto 6053,Bajo,"298,8","309,9",1351,"47,2",73,0,No Failure
8389,L55568,Producto 6054,Bajo,"298,9","309,9",1365,"46,5",75,0,No Failure
8390,L55569,Producto 6055,Bajo,"298,8","309,9",1525,"39,7",77,0,No Failure
8391,M23250,Producto 9514,Medio,"298,8","309,8",1288,"61,9",79,0,No Failure
8392,L55571,Producto 6056,Bajo,"298,6","309,6",1423,"42,7",82,0,No Failure
8393,M23252,Producto 9515,Medio,"298,5","309,6",1502,"39,4",84,0,No Failure
8394,L55573,Producto 6057,Bajo,"298,5","309,5",1428,"43,5",87,0,No Failure
8395,M23254,Producto 9516,Medio,"298,6","309,5",1566,"38,1",89,0,No Failure
8396,M23255,Producto 9517,Medio,"298,5","309,5",1483,"44,8",92,0,No Failure
8397,H37810,Producto 829,Alto,"298,6","309,6",1593,"33,3",95,0,No Failure
8398,L55577,Producto 6058,Bajo,"298,5","309,6",1724,"26,4",100,0,No Failure
8399,L55578,Producto 6059,Bajo,"298,5","309,7",2617,"12,1",102,1,Power Failure
8400,L55579,Producto 6060,Bajo,"298,6","309,7",1294,"59,4",104,0,No Failure
8401,L55580,Producto 6061,Bajo,"298,6","309,6",1533,"40,7",106,0,No Failure
8402,H37815,Producto 830,Alto,"298,5","309,4",1671,"31,8",108,0,No Failure
8403,L55582,Producto 6062,Bajo,"298,5","309,5",1370,"52,4",113,0,No Failure
8404,L55583,Producto 6063,Bajo,"298,5","309,6",1462,"45,1",115,0,No Failure
8405,L55584,Producto 6064,Bajo,"298,4","309,5",1545,"36,6",117,0,No Failure
8406,M23265,Producto 9518,Medio,"298,4","309,5",1484,"41,7",119,0,No Failure
8407,M23266,Producto 9519,Medio,"298,4","309,5",1344,"45,3",122,0,No Failure
8408,L55587,Producto 6065,Bajo,"298,4","309,5",1357,"50,1",125,0,No Failure
8409,M23268,Producto 9520,Medio,"298,5","309,6",1572,33,127,0,No Failure
8410,L55589,Producto 6066,Bajo,"298,5","309,6",1861,"26,9",130,0,No Failure
8411,L55590,Producto 6067,Bajo,"298,5","309,5",1548,"44,5",132,0,No Failure
8412,L55591,Producto 6068,Bajo,"298,6","309,8",1496,"37,7",134,0,No Failure
8413,M23272,Producto 9521,Medio,"298,6","309,7",1314,"49,7",136,0,No Failure
8414,M23273,Producto 9522,Medio,"298,6","309,7",1422,"49,7",139,0,No Failure
